site,category,site_product_type,site_tags,product_title,variant_title,form_factor,form_factor_description,price_usd,weight_grams,price_per_gram,year,in_stock,product_url
white2tea,Black,Black Tea,"Black Tea, White Tea",2022 Blood Moon Mini,~7g,Mini,"A mini pressed tea, smaller than a full cake",0.0,7.0,0.0,2022,False,https://white2tea.com/products/2022-blood-moon-mini
white2tea,Raw Puer,Raw Puer Tea,Archived,2012 White 2 Tea / Taochaju Giant Steps,357g Cake,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,357.0,0.0,2012,False,https://white2tea.com/products/2012-white-2-tea-taochaju-giant-steps-blend
white2tea,Raw Puer,Raw Puer Tea,Archived,2012 White 2 Tea / Taochaju Giant Steps,25g Sample,Sample,Small sample-size portion of a tea,0.0,25.0,0.0,2012,False,https://white2tea.com/products/2012-white-2-tea-taochaju-giant-steps-blend
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2024 XiaGuan ""Jin Si Tuo Cha"" (Golden Ribon) 100g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2024,False,https://kingteamall.com/products/2021-xiaguan-jin-si-tuo-cha-golden-ribon-100g-puerh-raw-tea-sheng-cha-copy
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"1999 CNNP Puerh ""99 - Gui Lan Yin"" (99 - Ghost Blue Mark) Cake 357g Puerh Sheng Cha Raw Tea",Sample 7g,Sample,Small sample-size portion of a tea,0.0,7.0,0.0,1999,False,https://kingteamall.com/products/2019-spring-mei-zhan-light-medium-roasted-high-grade-wuyi-yancha-oolong-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"1999 CNNP Puerh ""99 - Gui Lan Yin"" (99 - Ghost Blue Mark) Cake 357g Puerh Sheng Cha Raw Tea",25g,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,25.0,0.0,1999,False,https://kingteamall.com/products/2019-spring-mei-zhan-light-medium-roasted-high-grade-wuyi-yancha-oolong-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"1999 CNNP Puerh ""99 - Gui Lan Yin"" (99 - Ghost Blue Mark) Cake 357g Puerh Sheng Cha Raw Tea",50g,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,50.0,0.0,1999,False,https://kingteamall.com/products/2019-spring-mei-zhan-light-medium-roasted-high-grade-wuyi-yancha-oolong-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"1999 CNNP Puerh ""99 - Gui Lan Yin"" (99 - Ghost Blue Mark) Cake 357g Puerh Sheng Cha Raw Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,100.0,0.0,1999,False,https://kingteamall.com/products/2019-spring-mei-zhan-light-medium-roasted-high-grade-wuyi-yancha-oolong-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2016 XiaGuan ""Chi Cha Qu"" (Let's Drink Tea)  Cake 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2016,False,https://kingteamall.com/products/2016-xiaguan-chi-cha-qu-lets-drink-tea-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2021 XiaGuan ""Jia Tuo"" (1st Grade Tuo) 100g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2021,False,https://kingteamall.com/products/2021-xiaguan-jia-tuo-1st-grade-tuo-100g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2022 Xiaguan ""Jia Tuo - 120 Year's Commemoration Version"" 100g*5pcs Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2022,False,https://kingteamall.com/products/2022-xiaguan-jia-tuo-100g-5pcs-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2021 Xiaguan ""Jia Tuo"" 100g*5pcs Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2021,False,https://kingteamall.com/products/2021-xiaguan-jia-tuo-100g-5pcs-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2020 Xiaguan ""Jia Tuo"" 100g*5pcs Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2020,False,https://kingteamall.com/products/2020-xiaguan-jia-tuo-100g-5pcs-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2022 XiaGuan ""Chun Jian - Yi Ji"" (Spring Bud - 1st Grade) 100g/box Loose Leaf Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2022,False,https://kingteamall.com/products/2022-xiaguan-chun-jian-spring-bud-100g-box-loose-leaf-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2022 XiaGuan ""Yi Ji"" (1st Grade) 100g/box Loose Leaf Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2022,False,https://kingteamall.com/products/2022-xiaguan-yi-ji-1st-grade-100g-box-loose-leaf-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2022 XiaGuan ""Te Tuo"" (Special Tuo) 100g*5=500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2022,False,https://kingteamall.com/products/2022-xiaguan-te-tuo-special-tuo-100g-5-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2021 ChenShengHao ""Jin Niu Xian Rui"" (Zodiac Ox Year) Cake 357g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2021,False,https://kingteamall.com/products/2021-chenshenghao-jin-niu-xian-rui-zodiac-ox-year-cake-357g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2006 GuangYuanHao ""Ge De Bao Hao Zhi Lv"" (Ostindiefararen Götheborg) Cake 357g Puerh Sheng Cha Raw Tea",Sample 7g,Sample,Small sample-size portion of a tea,0.0,7.0,0.0,2006,False,https://kingteamall.com/products/2006-ostindiefararen-gotheborg-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2006 GuangYuanHao ""Ge De Bao Hao Zhi Lv"" (Ostindiefararen Götheborg) Cake 357g Puerh Sheng Cha Raw Tea",25g,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,25.0,0.0,2006,False,https://kingteamall.com/products/2006-ostindiefararen-gotheborg-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2006 GuangYuanHao ""Ge De Bao Hao Zhi Lv"" (Ostindiefararen Götheborg) Cake 357g Puerh Sheng Cha Raw Tea",50g,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,50.0,0.0,2006,False,https://kingteamall.com/products/2006-ostindiefararen-gotheborg-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2006 GuangYuanHao ""Ge De Bao Hao Zhi Lv"" (Ostindiefararen Götheborg) Cake 357g Puerh Sheng Cha Raw Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,100.0,0.0,2006,False,https://kingteamall.com/products/2006-ostindiefararen-gotheborg-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2006 GuangYuanHao ""Ge De Bao Hao Zhi Lv"" (Ostindiefararen Götheborg) Cake 357g Puerh Sheng Cha Raw Tea",Individual Cake,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,357.0,0.0,2006,False,https://kingteamall.com/products/2006-ostindiefararen-gotheborg-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2006 GuangYuanHao ""Ge De Bao Hao Zhi Lv"" (Ostindiefararen Götheborg) Cake 357g Puerh Sheng Cha Raw Tea",Stack (7pcs),Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,2499.0,0.0,2006,False,https://kingteamall.com/products/2006-ostindiefararen-gotheborg-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Zhen Ming Qing Bing"" (Premium Green Cake) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-zhen-ming-qing-bing-premium-green-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Yi Wu"" (Yiwu) Cake 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-yi-wu-yiwu-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Yi Wu Yuan Cha"" (Yiwu Round Cake) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-yi-wu-yuan-cha-yiwu-round-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2015 ChenShengHao ""Yang"" (Zodiac Sheep Year) Cake 500g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2015,False,https://kingteamall.com/products/2014-chenshenghao-yang-zodiac-sheep-year-cake-500g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Nan Nuo Shan"" (Nannuo Mountain) Brick 250g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-nan-nuo-shan-nannuo-mountain-brick-250g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Nan Nuo Shan"" (Nannuo Mountain) Brick 250g Puerh Raw Tea Sheng Cha",4pcs,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,1000.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-nan-nuo-shan-nannuo-mountain-brick-250g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Nan Nuo Cha Wang"" (King Nannuo ) Cake 500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-nan-nuo-cha-wang-king-nannuo-cake-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2014 ChenShengHao ""Mei Dian Da Shu"" (Elegant Big Tree) Brick 1000g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-mei-dian-da-shu-big-tree-brick-1000g-puerh-ripe-tea-shou-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2014 ChenShengHao ""Mei Dian Da Shu"" (Elegant Big Tree) Brick 1000g Puerh Ripe Tea Shou Cha",4pcs,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,4000.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-mei-dian-da-shu-big-tree-brick-1000g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Puerh Ripe Tea Shou Cha","2014 ChenShengHao ""Ma"" (Zodiac Horse Year) Cake 500g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-ma-zodiac-horse-year-cake-500g-puerh-raw-tea-sheng-cha-1
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Jin Ban Zhang"" (Golden Banzhang ) Brick 1000g Puerh Raw Tea Sheng Cha",4pcs,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,4000.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-jin-ban-zhang-golden-banzhang-brick-1000g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2014 ChenShengHao ""Fu Cha"" (Luckiness) Cake 357g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-fu-cha-luckiness-cake-357g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Chen Sheng Yi Hao"" (No.1 Cake) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-chen-sheng-yi-hao-no-1-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Ba Wang Qing Bing"" (King Green Cake) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-ba-wang-qing-bing-king-green-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2014 ChenShengHao ""Ba Da Shan"" (Bada Mountain) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2014,False,https://kingteamall.com/products/2014-chenshenghao-ba-da-shan-bada-mountain-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2016 ChenShengHao ""Yi Pin Chen Sheng"" (1st Level) 28g*7pcs=196g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2016,False,https://kingteamall.com/products/2016-chenshenghao-yi-pin-chen-sheng-1st-level-28g-7pcs-196g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2016 ChenShengHao ""Yi Pin Chen Sheng"" (1st Level) 28g*7pcs=196g Puerh Raw Tea Sheng Cha",7pcs,Other/Unspecified,Could not tell from the title - check manually,0.0,196.0,0.0,2016,False,https://kingteamall.com/products/2016-chenshenghao-yi-pin-chen-sheng-1st-level-28g-7pcs-196g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2016 ChenShengHao ""Rong Pu"" (Harmony & Simplicity) Cake 200g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2016,False,https://kingteamall.com/products/2016-chenshenghao-rong-pu-harmony-simplicity-cake-200g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2016 ChenShengHao ""Ning Chun"" (Spring Collection) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2016,False,https://kingteamall.com/products/2016-chenshenghao-ning-chun-spring-collection-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2016 ChenShengHao ""Hou"" (Zodiac Monkey Year) Cake 500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2016,False,https://kingteamall.com/products/2016-chenshenghao-hou-zodiac-monkey-year-cake-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2017 ChenShengHao ""Qi Yun Shan He"" (Spirit ) Cake 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2017,False,https://kingteamall.com/products/2017-chenshenghao-qi-yun-shan-he-spirit-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2018 ChenShengHao ""Bu Lang Zhi Dian"" (Peak of Bulang) Cake 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2018,False,https://kingteamall.com/products/2018-chenshenghao-bu-lang-zhi-dian-peak-of-bulang-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,2018 ChenShengHao  (Brand Flagship Cake) 500g Puerh Raw Tea Sheng Cha,Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2018,False,https://kingteamall.com/products/2018-chenshenghao-brand-flagship-cake-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2019 ChenShengHao ""Zhu"" (Zodiac Pig Year) Cake 500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2019,False,https://kingteamall.com/products/2019-chenshenghao-zhu-zodiac-pig-year-cake-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2019 ChenShengHao ""Bing Dao Zhi Yun"" (Bingdao Rhythm) Cake 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2019,False,https://kingteamall.com/products/2019-chenshenghao-bing-dao-zhi-yun-bingdao-rhythm-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2019 ChenShengHao ""Ba Wang Qing Bing"" (King Green Cake) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2019,False,https://kingteamall.com/products/2019-chenshenghao-ba-wang-qing-bing-king-green-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Oolong,,FengHuang DanCong,"2021 Spring FengHuang DanCong ""Ya Shi Xiang"" (Duck Poop Fragrance) A++++ Oolong,Loose Leaf Tea, Chaozhou",Sample 10g,Sample,Small sample-size portion of a tea,0.0,10.0,0.0,2021,False,https://kingteamall.com/products/2021-spring-fenghuang-dancong-ya-shi-xiang-duck-shit-fragrance-a-oolong-loose-leaf-tea-chaozhou
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Zhen Ming Qing Bing"" (Premium Green Cake) 400g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-zhen-ming-qing-bing-premium-green-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Yi Wu Fu Yuan Chan Hao"" (Yiwu Fuyuanchanghao) 400g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-yi-wu-fu-yuan-chan-hao-yiwu-fuyuanchanghao-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Yin Ban Zhang"" (Silver Banzhang) Brick 250g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-yin-ban-zhang-silver-banzhang-brick-250g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Tian Cha"" (Heaven) Cake 300g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-tian-cha-heaven-cake-300g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2013 ChenShengHao ""She"" (Zodiac Snake Year) Cake 500g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-she-zodiac-snake-year-cake-500g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""She"" (Zodiac Snake Year) Cake 500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-she-zodiac-snake-year-cake-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Na Ka"" (Naka) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-na-ka-naka-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Lao Ban Zhang"" (LaoBanZhang) Brick 200g Puerh Raw Tea Sheng Cha",7pcs,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,1400.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-lao-ban-zhang-brick-200g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Jin Ban Zhang"" (Golden Banzhang ) Brick 1000g Puerh Raw Tea Sheng Cha",4pcs,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,4000.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-jin-ban-zhang-golden-banzhang-brick-1000g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2013 ChenShengHao ""He Cha"" (Harmony) Cake 300g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-he-cha-harmony-cake-300g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Gu Yun Yuan Cha"" (Old Rhythm Round Cake) 500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-gu-yun-yuan-cha-old-rhythm-round-cake-500g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Chen Sheng Yi Hao"" (No.1 Cake) 400g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-chen-sheng-yi-hao-no-1-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Ban Zhang Qiao Mu"" (Banzhang Arbor Organic Cake) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-ban-zhang-qiao-mu-banzhang-arbor-organic-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Ba Wang Qing Bing"" (King Green Cake) 400g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-ba-wang-qing-bing-king-green-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2013 ChenShengHao ""Ba Da Shan"" (Bada Mountain) 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2013,False,https://kingteamall.com/products/2013-chenshenghao-ba-da-shan-bada-mountain-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2012 ChenShengHao ""Cheng Sheng Zhi Zhuan"" (Brick of ChenSheng) 1000g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2012,False,https://kingteamall.com/products/2012-chenshenghao-zhuan-brick-1000g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2012 ChenShengHao ""Cheng Sheng Zhi Zhuan"" (Brick of ChenSheng) 1000g Puerh Raw Tea Sheng Cha",4pcs,Whole Cake,"A whole pressed tea cake, brick, or tuo",0.0,4000.0,0.0,2012,False,https://kingteamall.com/products/2012-chenshenghao-zhuan-brick-1000g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2012 ChenShengHao ""Wu Zhou Nian"" (5th Year Cooperation with Laobanzhang) Cake 357g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2012,False,https://kingteamall.com/products/2012-chenshenghao-wu-zhou-nian-5th-year-cooperation-with-laobanzhang-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2012 ChenShengHao ""Nan Nuo Shan"" (Nannuo Mountain) Brick 250g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2012,False,https://kingteamall.com/products/2012-chenshenghao-nan-nuo-shan-nannuo-mountain-brick-250g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2012 ChenShengHao ""Long"" (Zodiac Dragon Year) Cake 500g Puerh Ripe Tea Shou Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2012,False,https://kingteamall.com/products/2012-chenshenghao-long-zodiac-dragon-year-cake-500g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2012 ChenShengHao ""Long"" (Zodiac Dragon Year) Cake 500g Puerh Raw Tea Sheng Cha",Sample 9g,Sample,Small sample-size portion of a tea,0.0,9.0,0.0,2012,False,https://kingteamall.com/products/2011-chenshenghao-hu-zodiac-tiger-year-cake-500g-puerh-raw-tea-sheng-cha
